event_id,store_id,date,event_name,event_type
1017,15,2023-06-09,งานดนตรีกลางแจ้ง,music_festival
1018,15,2024-09-08,ตลาดนัดวินเทจ,market
1019,19,2024-04-15,งาน Busking,concert
1020,17,2024-02-21,มหกรรมหนังสือ,book_fair
1021,1,2023-05-15,งานดนตรีกลางแจ้ง,music_festival
1022,3,2024-04-12,งาน Busking,concert
1023,5,2024-07-14,เทศกาลอาหาร,food_festival
1024,18,2024-11-18,คอนเสิร์ตการกุศล,concert
1025,10,2024-02-12,นิทรรศการหนังสือ,book_fair
1026,12,2024-06-19,งาน Job Fair,convention
1027,10,2024-01-09,งานหนังสือเก่า,book_fair
1028,19,2023-07-28,งานดนตรีสด,concert
1029,18,2024-02-13,ตลาดสดเช้า,market
1030,10,2023-01-19,คอนเสิร์ตนักศึกษา,concert
1031,5,2024-10-02,วิ่งมาราธอน,sports
1032,6,2024-03-01,เทศกาลของหวาน,food_festival
1033,4,2023-11-12,งาน Job Fair,convention
1034,1,2023-12-16,งานบวช,cultural
1035,2,2023-04-02,ตลาดสดเช้า,market
1036,4,2023-05-14,เทศกาลกาแฟ,food_festival
1037,14,2023-06-06,สวดมนต์ข้ามปี,cultural
1038,4,2024-08-03,เทศกาลดนตรี,music_festival
1039,13,2023-02-01,งาน Busking,concert
1040,20,2023-11-10,งานวันเด็ก,cultural
1041,10,2023-11-05,นิทรรศการศิลปะ,convention
1042,17,2024-07-29,แข่งวิ่ง Fun Run,sports
1043,1,2024-07-25,เทศกาลกาแฟ,food_festival
1044,8,2023-03-26,คอนเสิร์ตในสวน,concert
1045,18,2023-12-28,งานโยคะในสวน,sports
1046,3,2023-10-27,เวียนเทียน,cultural
1047,20,2023-01-27,ตลาดนัดกลางคืน,market
1048,1,2023-02-09,นิทรรศการศิลปะ,convention
1049,16,2024-05-20,คอนเสิร์ตในสวน,concert
1050,20,2023-05-06,ตลาดนัดวันหยุด,market
1051,12,2024-04-23,กีฬาสี,sports
1052,16,2023-08-24,กีฬาสี,sports
1053,19,2023-10-18,เทศกาลของหวาน,food_festival
1054,11,2024-12-05,งาน Street Food,food_festival
1055,3,2024-12-28,เวียนเทียน,cultural
1056,2,2024-04-29,งานบวช,cultural
1057,11,2023-10-14,นิทรรศการหนังสือ,book_fair
1058,9,2024-08-24,สวดมนต์ข้ามปี,cultural
1059,7,2024-10-10,เทศกาลแจ๊ส,music_festival
1060,11,2024-09-16,เทศกาลผลไม้,food_festival
1061,4,2024-07-17,งานดนตรีกลางแจ้ง,music_festival
1062,3,2023-12-01,ตลาดนัดชุมชน,market
1063,20,2024-12-16,สวดมนต์ข้ามปี,cultural
1064,16,2023-05-08,วิ่งมาราธอน,sports
1065,19,2024-03-06,ถนนคนเดิน,market
1066,7,2024-10-07,เทศกาลแจ๊ส,music_festival
1067,6,2024-08-30,งาน Busking,concert
1068,3,2024-04-27,ตลาดนัดวินเทจ,market
1069,5,2024-05-24,สัมมนาธุรกิจ,convention
1070,9,2023-02-24,งาน Busking,concert
1071,18,2024-03-06,นิทรรศการหนังสือ,book_fair
1072,3,2023-05-29,เทศกาลกาแฟ,food_festival
1073,19,2023-12-15,เทศกาลดนตรี,music_festival
1074,1,2023-07-13,เทศกาลกาแฟ,food_festival
1075,20,2023-02-15,เทศกาลกาแฟ,food_festival
1076,8,2024-04-12,สวดมนต์ข้ามปี,cultural
1077,6,2023-02-25,สวดมนต์ข้ามปี,cultural
1078,14,2024-11-17,งานโยคะในสวน,sports
1079,3,2024-10-12,งานวันเด็ก,cultural
1080,3,2023-03-13,ตลาดนัดวันหยุด,market
1081,4,2023-11-30,กีฬาสี,sports
1082,15,2023-06-25,งานหนังสือเก่า,book_fair
1083,5,2024-08-09,งาน Auto Expo,convention
1084,1,2023-11-05,งานวัดประจำปี,cultural
1085,3,2023-07-30,งาน Tech Conference,convention
1086,6,2024-03-05,งาน Street Food,food_festival
1087,20,2024-03-18,ตลาดนัดวินเทจ,market
1088,19,2023-05-01,เทศกาลเบียร์คราฟท์,food_festival
1089,20,2023-12-03,แข่งจักรยาน,sports
1090,6,2023-06-18,สวดมนต์ข้ามปี,cultural
1091,4,2024-05-03,ตลาดสดเช้า,market
1092,16,2024-03-15,กีฬาสี,sports
1093,12,2024-04-25,ตลาดนัดกลางคืน,market
1094,4,2023-03-09,นิทรรศการหนังสือ,book_fair
1095,15,2024-07-25,วิ่งมาราธอน,sports
1096,8,2023-11-16,ตลาดนัดกลางคืน,market
1097,17,2024-02-28,งานดนตรีสด,concert
1098,17,2024-04-14,งานวันเด็ก,cultural
1099,15,2024-04-05,ตลาดนัดกลางคืน,market
1100,1,2023-11-22,ตลาดนัดชุมชน,market
1101,8,2023-04-04,เทศกาลอินดี้,music_festival
1102,17,2024-05-30,เทศกาลอินดี้,music_festival
1103,1,2024-04-13,ตลาดนัดกลางคืน,market
1104,12,2023-08-07,งานวัดประจำปี,cultural
1105,13,2024-10-27,ตลาดนัดกลางคืน,market
1106,3,2024-12-10,ตลาดนัดวินเทจ,market
1107,6,2023-07-23,เทศกาลของหวาน,food_festival
1108,17,2023-06-15,คอนเสิร์ตการกุศล,concert
1109,8,2023-03-29,ตลาดสดเช้า,market
1110,4,2024-10-05,เทศกาลกาแฟ,food_festival
1111,1,2024-10-28,กีฬาสี,sports
1112,17,2024-10-23,ตลาดนัดกลางคืน,market
1113,7,2024-07-11,เทศกาลแจ๊ส,music_festival
1114,7,2023-08-17,สัปดาห์หนังสือ,book_fair
1115,15,2023-10-11,สัมมนาธุรกิจ,convention
1116,20,2024-02-08,งานวันเด็ก,cultural
1117,14,2024-11-23,งาน Book Fair,book_fair
1118,18,2023-08-11,งาน Startup Expo,convention
1119,14,2023-06-27,สัมมนาธุรกิจ,convention
1120,3,2023-04-28,เทศกาลของหวาน,food_festival
1121,13,2024-02-13,ตลาดนัดวินเทจ,market
1122,20,2024-10-19,ตลาดนัดวันหยุด,market
1123,15,2023-06-18,งาน Job Fair,convention
1124,10,2024-11-06,งาน Startup Expo,convention
1125,1,2023-05-12,งาน Street Food,food_festival
1126,20,2024-06-28,กีฬาสี,sports
1127,2,2023-01-15,เทศกาลกาแฟ,food_festival
1128,11,2024-02-03,เทศกาลลอยกระทง,cultural
1129,6,2023-07-27,เวียนเทียน,cultural
1130,14,2023-08-18,งาน Auto Expo,convention
1131,20,2024-01-25,เทศกาลอาหาร,food_festival
1132,13,2023-09-28,ตลาดนัดวันหยุด,market
1133,16,2023-06-28,เทศกาลสงกรานต์ท้องถิ่น,cultural
1134,4,2023-11-02,ตลาดนัดกลางคืน,market
1135,5,2023-12-17,แข่งวิ่ง Fun Run,sports
1136,17,2023-07-07,เทศกาลดนตรี,music_festival
1137,12,2024-12-09,เทศกาลสงกรานต์ท้องถิ่น,cultural
1138,3,2023-02-06,ตลาดนัดวินเทจ,market
1139,9,2024-05-04,งานหนังสือเก่า,book_fair
1140,11,2024-10-31,เทศกาลเบียร์คราฟท์,food_festival
1141,18,2024-03-01,ถนนคนเดิน,market
1142,10,2023-02-27,เทศกาลกาแฟ,food_festival
1143,20,2024-09-29,เทศกาลเบียร์คราฟท์,food_festival
1144,14,2023-03-23,งานหนังสือเก่า,book_fair
1145,14,2023-10-30,คอนเสิร์ตนักศึกษา,concert
1146,4,2023-03-17,งาน Street Food,food_festival
1147,9,2024-04-06,เทศกาลกาแฟ,food_festival
1148,5,2024-10-19,สัปดาห์หนังสือ,book_fair
1149,1,2024-08-10,วิ่งมาราธอน,sports
1150,4,2024-05-15,เทศกาลเบียร์คราฟท์,food_festival
1151,11,2023-08-19,งาน Book Fair,book_fair
1152,9,2023-03-11,เทศกาลเบียร์คราฟท์,food_festival
1153,17,2024-07-31,มิวสิคเฟสติวัล,music_festival
1154,3,2024-05-07,ตลาดสดเช้า,market
1155,10,2024-05-29,ตลาดนัดวินเทจ,market
1156,17,2024-10-26,มิวสิคเฟสติวัล,music_festival
1157,10,2023-01-09,คอนเสิร์ตในสวน,concert
1158,9,2024-12-30,แข่งจักรยาน,sports
1159,19,2023-05-18,งานบวช,cultural
1160,2,2024-05-06,คอนเสิร์ตนักศึกษา,concert
1161,19,2024-10-05,งานบวช,cultural
1162,14,2023-07-28,ตลาดนัดวินเทจ,market
1163,13,2024-04-15,งาน Startup Expo,convention
1164,7,2024-09-17,เทศกาลเบียร์คราฟท์,food_festival
1165,19,2024-06-21,ฟุตบอลนัดพิเศษ,sports
1166,7,2023-06-06,เทศกาลสงกรานต์ท้องถิ่น,cultural
1167,9,2024-11-19,งานโยคะในสวน,sports
1168,7,2023-07-30,สัปดาห์หนังสือ,book_fair
1169,13,2024-02-26,งาน Job Fair,convention
1170,15,2023-12-07,สัปดาห์หนังสือ,book_fair
1171,4,2023-10-20,ตลาดนัดกลางคืน,market
1172,18,2023-12-28,สัปดาห์หนังสือ,book_fair
1173,14,2024-03-28,เทศกาลของหวาน,food_festival
1174,14,2024-01-08,เทศกาลของหวาน,food_festival
1175,18,2023-06-11,งาน Tech Conference,convention
1176,5,2023-10-28,เวียนเทียน,cultural
1177,4,2023-10-26,เทศกาลอาหาร,food_festival
1178,6,2024-04-01,กีฬาสี,sports
1179,11,2024-03-09,กีฬาสี,sports
1180,9,2023-11-04,ตลาดสดเช้า,market
1181,16,2023-09-07,งานดนตรีสด,concert
1182,12,2023-11-08,ตลาดนัดชุมชน,market
1183,15,2023-05-29,งานดนตรีกลางแจ้ง,music_festival
1184,18,2024-11-13,เทศกาลลอยกระทง,cultural
1185,15,2023-07-27,งาน Street Food,food_festival
1186,9,2023-09-21,งานดนตรีกลางแจ้ง,music_festival
1187,12,2024-09-02,นิทรรศการศิลปะ,convention
1188,10,2024-10-16,กีฬาสี,sports
1189,8,2024-02-19,คอนเสิร์ตการกุศล,concert
1190,4,2023-01-21,วิ่งมาราธอน,sports
1191,15,2023-12-13,กีฬาสี,sports
1192,12,2024-04-25,เทศกาลลอยกระทง,cultural
1193,11,2024-07-02,เทศกาลแจ๊ส,music_festival
1194,19,2023-12-12,ฟุตบอลนัดพิเศษ,sports
1195,20,2023-03-22,เทศกาลสงกรานต์ท้องถิ่น,cultural
1196,2,2023-10-26,นิทรรศการศิลปะ,convention
1197,11,2023-04-12,มิวสิคเฟสติวัล,music_festival
1198,10,2023-10-02,งานหนังสือเก่า,book_fair
1199,15,2024-07-10,ตลาดนัดวินเทจ,market
1200,14,2024-07-09,มิวสิคเฟสติวัล,music_festival
1201,11,2024-01-12,เทศกาลสงกรานต์ท้องถิ่น,cultural
1202,15,2024-01-06,งาน Auto Expo,convention
1203,7,2023-08-30,ตลาดนัดชุมชน,market
1204,18,2024-05-15,เทศกาลกาแฟ,food_festival
1205,2,2024-07-05,วิ่งมาราธอน,sports
1206,9,2023-12-12,เทศกาลดนตรี,music_festival
1207,3,2024-06-15,วิ่งมาราธอน,sports
1208,14,2024-04-05,งาน Busking,concert
1209,6,2024-09-07,เทศกาลกาแฟ,food_festival
1210,10,2023-09-21,เทศกาลลอยกระทง,cultural
1211,14,2024-09-13,งาน Job Fair,convention
1212,5,2023-12-26,แข่งจักรยาน,sports
1213,2,2023-04-23,งานบวช,cultural
1214,1,2024-12-13,งาน Startup Expo,convention
1215,19,2024-12-30,นิทรรศการศิลปะ,convention
1216,6,2024-11-02,งานบวช,cultural
1217,11,2023-07-26,มหกรรมหนังสือ,book_fair
1218,19,2024-03-21,สัมมนาธุรกิจ,convention
1219,3,2023-05-21,ตลาดนัดวินเทจ,market
1220,16,2023-04-09,ฟุตบอลนัดพิเศษ,sports
1221,8,2023-01-27,ตลาดนัดวันหยุด,market
1222,6,2024-10-19,งาน Street Food,food_festival
1223,20,2023-02-05,งาน Auto Expo,convention
1224,5,2023-10-11,มิวสิคเฟสติวัล,music_festival
1225,20,2024-08-19,สวดมนต์ข้ามปี,cultural
1226,18,2024-12-20,มิวสิคเฟสติวัล,music_festival
1227,19,2023-03-17,นิทรรศการศิลปะ,convention
1228,4,2024-11-24,งาน Street Food,food_festival
1229,8,2023-04-17,คอนเสิร์ตในสวน,concert
1230,5,2024-07-19,มิวสิคเฟสติวัล,music_festival
1231,8,2024-02-10,เทศกาลอาหาร,food_festival
1232,14,2024-03-14,เทศกาลลอยกระทง,cultural
1233,1,2024-02-15,ตลาดนัดกลางคืน,market
1234,5,2024-11-21,เทศกาลของหวาน,food_festival
1235,5,2023-08-08,ตลาดนัดกลางคืน,market
1236,20,2024-06-10,งาน Job Fair,convention
1237,15,2023-09-28,งาน Startup Expo,convention
1238,10,2024-04-01,มิวสิคเฟสติวัล,music_festival
1239,6,2023-04-30,คอนเสิร์ตในสวน,concert
1240,17,2024-03-01,งาน Auto Expo,convention
1241,12,2023-01-25,สัปดาห์หนังสือ,book_fair
1242,3,2024-07-06,งานดนตรีกลางแจ้ง,music_festival
1243,18,2023-08-14,สัมมนาธุรกิจ,convention
1244,7,2024-01-24,มหกรรมหนังสือ,book_fair
1245,4,2024-09-13,เทศกาลสงกรานต์ท้องถิ่น,cultural
1246,14,2024-11-16,งาน Book Fair,book_fair
1247,4,2023-05-10,งาน Job Fair,convention
1248,10,2023-03-01,ตลาดนัดวันหยุด,market
1249,18,2023-01-28,เทศกาลดนตรี,music_festival
1250,19,2023-04-21,เทศกาลของหวาน,food_festival
1251,16,2024-03-21,งานหนังสือเก่า,book_fair
1252,3,2023-05-08,งานโยคะในสวน,sports
1253,5,2024-04-21,เวียนเทียน,cultural
1254,16,2024-06-22,เทศกาลแจ๊ส,music_festival
1255,20,2023-07-14,นิทรรศการศิลปะ,convention
1256,2,2024-10-31,งาน Book Fair,book_fair
1257,15,2024-05-30,ตลาดนัดวันหยุด,market
1258,5,2024-09-24,งานดนตรีสด,concert
1259,17,2024-03-13,งานบวช,cultural
1260,17,2023-10-02,กีฬาสี,sports
1261,5,2024-08-16,งาน Tech Conference,convention
1262,17,2023-12-31,ตลาดนัดวินเทจ,market
1263,13,2023-04-14,สัมมนาธุรกิจ,convention
1264,2,2024-01-08,แข่งวิ่ง Fun Run,sports
1265,14,2023-02-27,งาน Job Fair,convention
1266,17,2023-10-27,ตลาดนัดชุมชน,market
1267,16,2024-04-19,ตลาดนัดวินเทจ,market
1268,2,2023-07-31,งานบวช,cultural
1269,15,2024-05-03,งานดนตรีสด,concert
1270,2,2024-11-01,มิวสิคเฟสติวัล,music_festival
1271,14,2023-06-28,ถนนคนเดิน,market
1272,14,2024-11-14,งานบวช,cultural
1273,15,2023-09-21,งาน Street Food,food_festival
1274,18,2024-04-19,ตลาดสดเช้า,market
1275,6,2024-02-17,วิ่งมาราธอน,sports
1276,11,2024-06-28,เทศกาลสงกรานต์ท้องถิ่น,cultural
1277,8,2023-12-12,งาน Street Food,food_festival
1278,20,2023-12-12,คอนเสิร์ตในสวน,concert
1279,4,2023-09-01,วิ่งมาราธอน,sports
1280,13,2024-12-09,สวดมนต์ข้ามปี,cultural
1281,13,2024-09-03,งาน Street Food,food_festival
1282,7,2023-11-10,แข่งวิ่ง Fun Run,sports
1283,1,2024-06-17,งานวัดประจำปี,cultural
1284,17,2024-06-28,คอนเสิร์ตในสวน,concert
1285,17,2023-06-22,งาน Busking,concert
1286,1,2024-07-31,ตลาดนัดวินเทจ,market
1287,4,2023-02-09,ตลาดสดเช้า,market
1288,4,2024-04-27,งานหนังสือเก่า,book_fair
1289,17,2024-06-25,มิวสิคเฟสติวัล,music_festival
1290,10,2024-12-01,เทศกาลสงกรานต์ท้องถิ่น,cultural
1291,7,2023-02-25,งานวันเด็ก,cultural
1292,3,2023-09-05,แข่งจักรยาน,sports
1293,19,2024-01-26,เทศกาลเบียร์คราฟท์,food_festival
1294,15,2024-11-27,งานวัดประจำปี,cultural
1295,2,2023-10-14,เวียนเทียน,cultural
1296,1,2023-03-23,ตลาดนัดวันหยุด,market
1297,18,2024-08-19,ถนนคนเดิน,market
1298,7,2023-05-13,งานหนังสือเก่า,book_fair
1299,5,2023-07-06,เทศกาลสงกรานต์ท้องถิ่น,cultural
1300,5,2024-08-11,งาน Auto Expo,convention
1301,13,2024-08-14,งานดนตรีกลางแจ้ง,music_festival
1302,15,2024-12-22,เทศกาลผลไม้,food_festival
1303,13,2023-11-30,เทศกาลกาแฟ,food_festival
1304,5,2023-07-30,งาน Job Fair,convention
1305,13,2023-06-03,นิทรรศการหนังสือ,book_fair
1306,17,2023-01-09,เทศกาลของหวาน,food_festival
1307,8,2024-03-22,สวดมนต์ข้ามปี,cultural
1308,12,2024-07-20,กีฬาสี,sports
1309,15,2024-10-16,ตลาดนัดกลางคืน,market
1310,4,2023-06-14,งานโยคะในสวน,sports
1311,11,2023-01-14,เทศกาลกาแฟ,food_festival
1312,8,2023-04-01,เทศกาลเบียร์คราฟท์,food_festival
1313,6,2023-04-25,เทศกาลกาแฟ,food_festival
1314,11,2023-04-07,กีฬาสี,sports
1315,16,2023-11-30,งานหนังสือเก่า,book_fair
1316,20,2023-06-18,นิทรรศการหนังสือ,book_fair
1317,4,2023-07-04,ตลาดนัดวินเทจ,market
1318,4,2024-12-31,งานดนตรีกลางแจ้ง,music_festival
1319,15,2023-11-23,ตลาดนัดวันหยุด,market
1320,5,2023-01-19,ตลาดนัดวินเทจ,market
1321,9,2023-03-18,งาน Job Fair,convention
1322,20,2024-04-05,ถนนคนเดิน,market
1323,14,2023-12-24,เทศกาลแจ๊ส,music_festival
1324,9,2024-08-01,เทศกาลแจ๊ส,music_festival
1325,9,2024-10-05,คอนเสิร์ตนักศึกษา,concert
1326,1,2024-01-04,แข่งจักรยาน,sports
1327,12,2024-09-12,เวียนเทียน,cultural
1328,5,2024-08-26,ตลาดนัดวันหยุด,market
1329,9,2023-05-05,คอนเสิร์ตการกุศล,concert
1330,19,2023-05-10,สัปดาห์หนังสือ,book_fair
1331,13,2023-07-08,ตลาดนัดกลางคืน,market
1332,4,2024-05-16,สัปดาห์หนังสือ,book_fair
1333,7,2023-07-07,เทศกาลดนตรี,music_festival
1334,4,2023-10-14,เทศกาลอาหาร,food_festival
1335,4,2023-02-06,เทศกาลแจ๊ส,music_festival
1336,11,2024-08-14,เทศกาลสงกรานต์ท้องถิ่น,cultural
1337,4,2024-07-12,คอนเสิร์ตนักศึกษา,concert
1338,12,2024-10-10,กีฬาสี,sports
1339,18,2024-08-26,งานดนตรีกลางแจ้ง,music_festival
1340,9,2024-12-29,เทศกาลสงกรานต์ท้องถิ่น,cultural
1341,3,2024-06-08,เวียนเทียน,cultural
1342,3,2024-02-05,งาน Startup Expo,convention
1343,4,2024-01-15,สัมมนาธุรกิจ,convention
1344,13,2024-06-05,งาน Job Fair,convention
1345,13,2023-01-30,สัปดาห์หนังสือ,book_fair
1346,9,2023-01-03,งาน Busking,concert
1347,17,2024-02-08,ถนนคนเดิน,market
1348,7,2024-09-09,ตลาดนัดวันหยุด,market
1349,2,2024-07-12,เทศกาลอินดี้,music_festival
1350,11,2023-11-23,งานบวช,cultural
1351,5,2023-09-02,เทศกาลเบียร์คราฟท์,food_festival
1352,2,2023-10-24,งาน Auto Expo,convention
1353,9,2024-09-11,นิทรรศการหนังสือ,book_fair
1354,1,2023-09-30,งานดนตรีสด,concert
1355,11,2024-09-07,ถนนคนเดิน,market
1356,13,2023-09-03,แข่งวิ่ง Fun Run,sports
1357,12,2023-09-03,เทศกาลผลไม้,food_festival
1358,18,2024-12-17,ตลาดนัดวันหยุด,market
1359,11,2023-10-21,เทศกาลอาหาร,food_festival
1360,6,2023-06-26,งานบวช,cultural
1361,7,2024-07-15,ตลาดนัดวินเทจ,market
1362,5,2024-08-31,เทศกาลอินดี้,music_festival
1363,5,2023-12-17,งานโยคะในสวน,sports
1364,5,2024-03-02,งาน Busking,concert
1365,9,2023-10-27,งานวัดประจำปี,cultural
1366,18,2024-04-18,เทศกาลสงกรานต์ท้องถิ่น,cultural
1367,16,2023-03-17,เทศกาลเบียร์คราฟท์,food_festival
1368,1,2023-01-05,งานวัดประจำปี,cultural
1369,17,2024-07-05,งานบวช,cultural
1370,13,2023-05-15,ฟุตบอลนัดพิเศษ,sports
1371,4,2023-10-12,งาน Job Fair,convention
1372,13,2023-03-17,เทศกาลอาหาร,food_festival
1373,7,2023-02-13,งานดนตรีกลางแจ้ง,music_festival
1374,10,2023-04-28,งาน Auto Expo,convention
1375,5,2023-02-15,ฟุตบอลนัดพิเศษ,sports
1376,16,2024-11-18,มิวสิคเฟสติวัล,music_festival
1377,6,2023-03-30,แข่งวิ่ง Fun Run,sports
1378,10,2023-12-18,มหกรรมหนังสือ,book_fair
1379,1,2023-06-13,งาน Auto Expo,convention
1380,16,2024-07-09,สวดมนต์ข้ามปี,cultural
1381,18,2023-11-29,เทศกาลผลไม้,food_festival
1382,18,2023-10-28,เทศกาลเบียร์คราฟท์,food_festival
1383,16,2024-05-24,สัมมนาธุรกิจ,convention
1384,17,2024-03-20,มิวสิคเฟสติวัล,music_festival
1385,13,2024-07-13,เทศกาลอาหาร,food_festival
1386,5,2023-04-15,งานหนังสือเก่า,book_fair
1387,4,2023-11-02,งาน Street Food,food_festival
1388,8,2023-11-07,งาน Busking,concert
1389,17,2023-08-29,คอนเสิร์ตในสวน,concert
1390,9,2023-10-27,คอนเสิร์ตนักศึกษา,concert
1391,18,2024-07-02,ตลาดสดเช้า,market
1392,20,2023-11-01,เทศกาลของหวาน,food_festival
1393,3,2023-05-07,งาน Busking,concert
1394,18,2024-07-11,ตลาดนัดชุมชน,market
1395,15,2024-08-22,มิวสิคเฟสติวัล,music_festival
1396,18,2024-01-19,เทศกาลผลไม้,food_festival
1397,10,2023-09-11,ตลาดนัดวินเทจ,market
1398,7,2023-10-25,เทศกาลแจ๊ส,music_festival
1399,1,2024-12-02,งานดนตรีสด,concert
1400,13,2024-01-18,งาน Job Fair,convention
1401,10,2023-05-07,ตลาดนัดวันหยุด,market
1402,15,2024-03-07,งาน Book Fair,book_fair
1403,16,2024-07-01,งาน Startup Expo,convention
1404,2,2024-02-08,มหกรรมหนังสือ,book_fair
1405,4,2024-08-08,งานวัดประจำปี,cultural
1406,16,2023-04-17,เวียนเทียน,cultural
1407,12,2023-10-07,งานดนตรีกลางแจ้ง,music_festival
1408,19,2024-09-21,ตลาดสดเช้า,market
1409,9,2024-05-11,ตลาดนัดกลางคืน,market
1410,4,2024-06-17,เทศกาลอินดี้,music_festival
1411,13,2023-07-30,นิทรรศการศิลปะ,convention
1412,4,2024-04-24,มิวสิคเฟสติวัล,music_festival
1413,17,2024-09-25,เทศกาลผลไม้,food_festival
1414,13,2024-09-03,สัปดาห์หนังสือ,book_fair
1415,2,2023-05-17,เทศกาลลอยกระทง,cultural
1416,15,2024-09-14,เทศกาลอาหาร,food_festival
1417,3,2024-08-26,เทศกาลลอยกระทง,cultural
1418,12,2023-03-19,งานหนังสือเก่า,book_fair
1419,9,2024-04-04,ถนนคนเดิน,market
1420,13,2023-01-08,ฟุตบอลนัดพิเศษ,sports
1421,18,2024-11-15,เทศกาลเบียร์คราฟท์,food_festival
1422,3,2024-12-30,วิ่งมาราธอน,sports
1423,18,2023-01-23,ตลาดนัดกลางคืน,market
1424,19,2023-12-16,เทศกาลลอยกระทง,cultural
1425,15,2024-02-03,งานวัดประจำปี,cultural
1426,20,2024-07-13,คอนเสิร์ตนักศึกษา,concert
1427,12,2024-10-24,ตลาดนัดชุมชน,market
1428,10,2024-03-29,ตลาดนัดชุมชน,market
1429,12,2023-03-28,งาน Street Food,food_festival
1430,1,2024-08-27,งาน Tech Conference,convention
1431,9,2023-10-18,วิ่งมาราธอน,sports
1432,8,2023-03-01,ตลาดสดเช้า,market
1433,9,2024-06-27,เทศกาลลอยกระทง,cultural
1434,6,2023-03-29,ตลาดนัดวันหยุด,market
1435,16,2024-05-15,คอนเสิร์ตในสวน,concert
1436,7,2024-06-30,เทศกาลผลไม้,food_festival
1437,6,2024-02-04,งานวัดประจำปี,cultural
1438,13,2024-09-20,งาน Busking,concert
1439,4,2023-06-11,คอนเสิร์ตการกุศล,concert
1440,20,2023-03-16,เทศกาลสงกรานต์ท้องถิ่น,cultural
